,name,main_speaker,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jawdrop,Ok,Obnoxious,Inspiring,Total
2054,"Taiye Selasi: Don't ask where I'm from, ask where I'm a local",Taiye Selasi,1128,338,248,26,273,66,504,39,388,14,114,32,30,13,3213
2055,Mac Stone: Stunning photos of the endangered Everglades,Mac Stone,77,318,131,337,163,188,12,28,18,2,3,5,9,6,1297
2056,Martin Pistorius: How my mind came back to life — and no one knew,Martin Pistorius,1035,608,126,254,216,367,19,25,4,39,3,9,0,0,2705
2057,Emilie Wapnick: Why some of us don't have one true calling,Emilie Wapnick,4572,1118,927,704,525,34,65,24,932,152,531,277,196,14,10071
2058,Alice Bows-Larkin: Climate change is happening. Here's how we adapt,Alice Bows-Larkin,291,137,44,69,20,20,20,29,19,6,44,51,16,33,799
2059,"Siddhartha Mukherjee: Soon we'll cure diseases with a cell, not a pill",Siddhartha Mukherjee,316,19,20,76,143,174,79,8,23,47,11,14,11,5,946
2060,Neri Oxman: Design at the intersection of technology and biology,Neri Oxman,267,368,478,266,180,209,17,12,20,22,29,21,10,9,1908
2061,Sandrine Thuret: You can grow new brain cells. Here's how,Sandrine Thuret,45,2265,1533,413,185,90,48,144,176,658,134,19,27,6,5743
2062,Teitur: Home is a song I've always remembered,Teitur,306,110,54,30,5,5,6,6,3,12,14,11,6,4,572
2063,Michael Green: How we can make the world a better place by 2030,Michael Green,421,413,151,40,38,84,117,15,3,15,43,30,16,9,1395
2064,Vijay Kumar: The future of flying robots,Vijay Kumar,147,268,243,244,67,151,45,16,43,4,7,4,8,3,1250
2065,Alyson McGregor: Why medicine often has dangerous side effects for women,Alyson McGregor,678,41,237,7,20,9,179,54,151,47,66,38,34,10,1571
2066,Anders Fjellberg: Two nameless bodies washed up on the beach. Here are their stories,Anders Fjellberg,222,304,198,77,72,82,40,36,8,3,1,10,7,6,1066
2067,Meklit Hadero: The unexpected beauty of everyday sounds,Meklit Hadero,500,268,317,26,64,85,64,40,24,5,8,10,9,1,1421
2068,Will Potter: The secret US prisons you've never heard of before,Will Potter,618,569,177,215,127,40,37,55,106,13,21,13,20,6,2017
2069,Jennifer Doudna: How CRISPR lets us edit our DNA,Jennifer Doudna,145,103,78,583,183,18,52,155,453,148,5,15,15,12,1965
2070,Tea Uglow: An Internet without screens might look like this,Tea Uglow,266,245,115,68,45,89,111,83,46,61,26,17,16,4,1192
2071,"Francesco Sauro: Deep under the Earth's surface, discovering beauty and science",Francesco Sauro,355,63,253,162,46,68,24,2,41,19,12,11,19,9,1084
2072,Hilary Cottam: Social services are broken. How we can fix them,Hilary Cottam,289,14,12,185,131,30,16,8,11,38,14,29,43,1,821
2073,Cesar Harada: How I teach kids to love science,Cesar Harada,217,175,81,64,421,116,36,73,44,22,7,9,7,0,1272
2074,Christine Sun Kim: The enchanting music of sign language,Christine Sun Kim,383,344,84,17,183,207,69,28,7,37,21,6,0,0,1386
2075,Mathias Jud: Art that lets you talk back to NSA spies,Mathias Jud,62,61,100,84,114,42,15,28,10,12,12,5,16,35,596
2076,Daniel Levitin: How to stay calm when you know you'll be stressed,Daniel Levitin,341,100,479,1175,359,290,365,194,115,34,109,76,64,40,3741
2077,Nancy Lublin: How data from a crisis text line is saving lives,Nancy Lublin,188,41,411,88,15,122,153,71,62,40,24,5,0,0,1220
2078,Melissa Fleming: A boat carrying 500 refugees sunk at sea. The story of two survivors,Melissa Fleming,377,20,166,160,481,220,28,13,17,64,67,19,7,10,1649
2079,Patrícia Medici: The coolest animal you know nothing about ... and how we can save it,Patrícia Medici,128,248,154,239,11,59,171,961,93,8,23,4,7,10,2116
2080,Harald Haas: Forget Wi-Fi. Meet the new Li-Fi Internet,Harald Haas,557,275,182,323,369,11,39,35,4,42,66,9,13,13,1938
2081,Kaki King: A musical escape into a world of light and color,Kaki King,143,147,317,64,81,13,44,36,16,3,9,9,16,3,901
2082,Jenni Chang and Lisa Dazols: This is what LGBT life is like around the world,Jenni Chang and Lisa Dazols,180,277,255,199,29,42,12,36,20,24,5,5,8,8,1100
2083,Andreas Ekström: The moral bias behind your search results,Andreas Ekström,92,463,144,147,187,41,46,13,51,10,20,20,19,13,1266
2084,Chelsea Shields: How I'm working for change inside my church,Chelsea Shields,42,134,60,116,228,232,22,141,50,101,50,43,7,21,1247
2085,Jean-Paul Mari: The chilling aftershock of a brush with death,Jean-Paul Mari,164,135,86,49,114,25,11,6,20,19,17,30,5,3,684
2086,Josh Luber: Why sneakers are a great investment,Josh Luber,221,394,319,96,21,31,31,62,45,50,54,8,15,13,1360
2087,Nonny de la Peña: The future of news? Virtual reality,Nonny de la Peña,169,58,30,81,60,38,28,83,7,48,27,6,8,3,646
2088,Anote Tong: My country will be underwater soon -- unless we work together,Anote Tong,11,59,8,75,115,65,8,12,32,14,5,24,10,3,441
2089,Carl Safina: What are animals thinking and feeling?,Carl Safina,889,596,515,43,537,18,744,36,110,26,95,56,23,24,3712
2090,Genevieve von Petzinger: Why are these 32 symbols found in ancient caves all over Europe?,Genevieve von Petzinger,189,63,158,461,435,66,50,111,28,28,17,22,13,11,1652
2091,Ann Morgan: My year reading a book from every country in the world,Ann Morgan,212,548,122,178,234,11,5,16,71,37,66,18,26,12,1556
2092,Regina Hartley: Why the best hire might not have the perfect resume,Regina Hartley,2036,634,240,135,598,96,297,262,168,35,15,19,49,21,4605
2093,"Marina Abramovi?: An art made of trust, vulnerability and connection",Marina Abramovi?,316,149,358,185,10,30,15,23,27,11,34,8,38,38,1242
2094,Kristen Marhaver: How we're growing baby corals to rebuild reefs,Kristen Marhaver,193,233,229,29,168,12,78,19,5,16,0,0,0,0,982
2095,Jessica Shortall: The US needs paid family leave -- for the sake of its future,Jessica Shortall,241,275,239,180,43,58,29,12,37,30,7,4,15,2,1172
2096,Chieko Asakawa: How new technology helps blind people explore the world,Chieko Asakawa,143,238,68,89,55,26,76,9,6,9,34,9,2,4,768
2097,Guillaume Néry: The exhilarating peace of freediving,Guillaume Néry,121,220,261,78,195,84,9,46,7,6,6,5,11,2,1051
2098,Jedidah Isler: The untapped genius that could change science for the better,Jedidah Isler,101,141,252,20,92,36,15,39,10,11,19,28,7,5,776
2099,Danit Peleg: Forget shopping. Soon you'll download your new clothes,Danit Peleg,44,159,35,27,146,175,116,122,99,29,30,13,11,10,1016
2100,Raymond Wang: How germs travel on planes -- and how we can stop them,Raymond Wang,359,285,173,100,134,4,19,62,7,15,23,7,8,5,1201
2101,Nicole Paris and Ed Cage: A beatboxing lesson from a father-daughter duo,Nicole Paris and Ed Cage,210,49,11,86,71,106,52,13,43,57,10,9,17,4,738
2102,Paul Greenberg: The four fish we're overeating -- and what to eat instead,Paul Greenberg,478,163,32,159,232,9,22,17,27,14,2,3,22,6,1186
2103,Lucianne Walkowicz: Let's not use Mars as a backup planet,Lucianne Walkowicz,43,9,76,370,267,347,292,102,46,106,35,39,75,13,1820
2104,Alison Killing: What happens when a city runs out of room for its dead,Alison Killing,224,61,23,12,86,69,18,12,16,17,24,12,6,6,586
2105,Jane Fonda and Lily Tomlin: A hilarious celebration of lifelong female friendship,Jane Fonda and Lily Tomlin,122,121,477,57,275,51,64,367,22,26,25,18,12,4,1641
2106,António Guterres: Refugees have the right to be protected,António Guterres,91,213,147,39,112,4,28,31,12,11,33,10,8,5,744
2107,Rodrigo Bijou: Governments don't understand cyber warfare. We need hackers,Rodrigo Bijou,316,21,122,68,72,14,52,74,76,9,31,17,14,11,897
2108,"Jason deCaires Taylor: An underwater art museum, teeming with life",Jason deCaires Taylor,492,114,334,191,88,50,105,9,16,7,24,27,14,17,1488
2109,Robert Waldinger: What makes a good life? Lessons from the longest study on happiness,Robert Waldinger,8590,1661,3825,2868,2564,217,368,251,259,130,31,25,140,119,21048
2110,Harry Cliff: Have we reached the end of physics?,Harry Cliff,529,100,69,389,25,23,26,119,70,26,57,42,11,11,1497
2111,Sebastian Wernicke: How to use data to make a hit TV show,Sebastian Wernicke,86,471,196,48,30,97,114,150,15,29,21,35,8,4,1304
2112,Aomawa Shields: How we'll find life on other planets,Aomawa Shields,284,270,27,156,176,34,34,99,26,25,11,8,30,16,1196
2113,David Sedlak: 4 ways we can avoid a catastrophic drought,David Sedlak,265,109,16,9,95,10,10,37,1,37,9,26,4,1,629
2114,James Veitch: This is what happens when you reply to spam email,James Veitch,7731,1766,939,401,221,240,143,229,45,63,60,417,91,20,12366
2115,Tim Harford: How frustration can make us more creative,Tim Harford,184,336,865,82,326,116,300,34,78,7,25,18,11,22,2404
2116,"Melvin Russell: I love being a police officer, but we need reform",Melvin Russell,138,282,154,31,118,92,18,19,35,41,6,20,6,2,962
2117,Wael Ghonim: Let's design social media that drives real change,Wael Ghonim,129,210,193,191,306,43,7,16,10,25,37,7,19,6,1199
2118,Ole Scheeren: Why great architecture should tell a story,Ole Scheeren,256,342,390,36,212,174,9,17,32,10,40,12,44,6,1580
2119,Jill Heinerth: The mysterious world of underwater caves,Jill Heinerth,222,271,60,138,16,93,18,67,50,13,12,11,17,0,988
2120,Jill Farrant: How we can make crops survive without water,Jill Farrant,102,249,26,92,148,86,55,9,8,11,6,41,6,6,845
2121,Oscar Schwartz: Can a computer write poetry?,Oscar Schwartz,82,148,117,133,6,17,44,46,16,34,17,41,23,19,743
2122,Achenyo Idachaba: How I turned a deadly plant into a thriving business,Achenyo Idachaba,72,145,89,186,390,118,7,122,27,4,4,4,1,0,1169
2123,Elizabeth Lev: The unheard story of the Sistine Chapel,Elizabeth Lev,384,354,258,152,18,21,10,7,35,54,18,45,38,7,1401
2124,Yanis Varoufakis: Capitalism will eat democracy -- unless we speak up,Yanis Varoufakis,130,382,348,644,447,128,353,64,108,33,31,25,39,22,2754
2125,David Gruber: Glow-in-the-dark sharks and other stunning sea creatures,David Gruber,276,215,333,87,7,4,74,21,17,9,11,9,10,4,1077
2126,Tania Simoncelli: Should you be able to patent a human gene?,Tania Simoncelli,183,6,172,30,49,38,117,29,72,23,9,7,9,5,749
2127,Auke Ijspeert: A robot that runs and swims like a salamander,Auke Ijspeert,167,94,49,31,71,120,34,13,16,6,14,2,7,7,631
2128,Melati and Isabel Wijsen: Our campaign to ban plastic bags in Bali,Melati and Isabel Wijsen,721,10,242,69,175,127,61,3,81,33,37,33,14,4,1610
2129,Linda Liukas: A delightful way to teach kids about computers,Linda Liukas,38,331,69,501,42,27,190,129,31,139,89,66,63,14,1729
2130,Andrés Ruzo: The boiling river of the Amazon,Andrés Ruzo,462,322,34,20,275,413,67,29,58,9,90,5,32,17,1833
2131,Judson Brewer: A simple way to break a bad habit,Judson Brewer,1987,887,172,1209,673,55,126,223,241,60,48,36,51,4,5772
2132,Pardis Sabeti: How we'll fight the next deadly virus,Pardis Sabeti,90,66,152,105,69,29,5,9,6,17,4,1,0,0,553
2133,Matthew Williams: Special Olympics let me be myself -- a champion,Matthew Williams,281,379,64,108,124,2,4,16,8,16,30,1,6,2,1041
2134,Dambisa Moyo: Economic growth has stalled. Let's fix it,Dambisa Moyo,126,20,81,35,36,135,16,62,35,13,74,18,22,1,674
2135,Sean Follmer: Shape-shifting tech will change work as we know it,Sean Follmer,65,30,345,209,120,186,205,41,27,39,20,11,5,7,1310
2136,Gregory Heyworth: How I'm discovering the secrets of ancient texts,Gregory Heyworth,241,115,246,20,72,42,30,2,11,30,4,12,1,0,826
2137,Mike Velings: The case for fish farming,Mike Velings,318,87,150,150,12,13,6,20,8,28,12,13,10,13,840
2138,Dorothy Roberts: The problem with race-based medicine,Dorothy Roberts,248,84,24,52,93,40,45,81,47,25,20,9,18,3,789
2139,Jocelyne Bloch: The brain may be able to repair itself -- with help,Jocelyne Bloch,444,172,448,117,218,44,35,47,12,6,1,4,59,10,1617
2140,Celeste Headlee: 10 ways to have a better conversation,Celeste Headlee,1494,531,1843,1754,3599,30,1704,2853,199,38,200,115,35,26,14421
2141,Shonda Rhimes: My year of saying yes to everything,Shonda Rhimes,1121,573,2010,127,199,43,64,234,300,88,359,95,101,126,5440
2142,Allan Adams: What the discovery of gravitational waves means,Allan Adams,175,299,531,472,35,83,20,20,91,98,28,40,34,43,1969
2143,Raffaello D'Andrea: Meet the dazzling flying machines of the future,Raffaello D'Andrea,468,676,366,278,319,318,26,98,8,25,9,26,16,8,2641
2144,Al Gore: The case for optimism on climate change,Al Gore,233,719,956,17,234,496,22,176,34,101,50,34,12,18,3102
2145,Dalia Mogahed: What it's like to be Muslim in America,Dalia Mogahed,1774,1845,1152,647,485,77,358,120,70,26,129,58,22,57,6820
2146,Audrey Choi: How to make a profit while making a difference,Audrey Choi,94,145,134,22,51,156,32,9,30,5,6,3,7,7,701
2147,Mary Bassett: Why your doctor should care about social justice,Mary Bassett,98,21,42,14,3,10,82,48,66,18,14,6,5,3,430
2148,Ivan Coyote: Why we need gender-neutral bathrooms,Ivan Coyote,278,16,233,374,317,77,27,137,77,48,177,26,39,24,1850
2149,Thomas Peschak: Dive into an ocean photographer's world,Thomas Peschak,540,357,113,128,274,5,74,2,44,16,7,8,4,7,1579
2150,Magda Sayeg: How yarn bombing grew into a worldwide movement,Magda Sayeg,164,43,128,78,28,43,19,47,19,19,4,9,5,2,608
2151,Russ Altman: What really happens when you mix medications?,Russ Altman,581,146,241,123,105,42,33,18,7,12,11,36,8,8,1371
2152,Alexander Betts: Our refugee system is failing. Here's how we can fix it,Alexander Betts,209,392,477,250,81,59,79,29,18,20,15,8,61,30,1728
2153,Travis Kalanick: Uber's plan to get more people into fewer cars,Travis Kalanick,320,100,160,190,106,66,53,40,31,10,13,14,21,29,1153
2154,"Reshma Saujani: Teach girls bravery, not perfection",Reshma Saujani,1426,570,2273,425,659,373,24,18,79,27,79,70,12,27,6062
2155,Caleb Harper: This computer will grow your food in the future,Caleb Harper,192,318,503,38,371,232,33,69,68,27,104,7,17,17,1996
2156,Laura Robinson: The secrets I find on the mysterious ocean floor,Laura Robinson,139,41,164,9,84,8,45,5,1,4,9,4,14,0,527
2157,Mileha Soneji: Simple hacks for life with Parkinson's,Mileha Soneji,142,115,294,171,120,22,22,29,4,11,11,1,2,3,947
2158,Tshering Tobgay: This country isn't just carbon neutral -- it's carbon negative,Tshering Tobgay,876,1589,415,221,52,59,99,309,375,96,27,9,9,6,4142
2159,Casey Gerald: The gospel of doubt,Casey Gerald,656,1099,497,102,306,83,50,18,201,96,89,38,102,48,3385
2160,Joe Gebbia: How Airbnb designs for trust,Joe Gebbia,321,665,374,135,112,100,144,115,42,3,18,17,22,13,2081
2161,Tim Urban: Inside the mind of a master procrastinator,Tim Urban,1026,2349,722,7445,1957,4387,1864,1770,326,280,65,53,43,22,22309
2162,Jessica Ladd: The reporting system that sexual assault survivors want,Jessica Ladd,179,82,291,162,213,6,129,45,40,26,19,21,8,3,1224
2163,Arthur Brooks: A conservative's plea: Let's work together,Arthur Brooks,354,163,61,39,99,82,60,150,19,24,29,23,16,14,1133
2164,Meron Gribetz: A glimpse of the future through an augmented reality headset,Meron Gribetz,57,174,288,185,134,108,54,22,53,9,18,25,11,21,1159
2165,Adam Foss: A prosecutor's vision for a better justice system,Adam Foss,369,510,630,1159,695,112,202,83,1,17,18,7,19,8,3830
2166,Carol Fishman Cohen: How to get back to work after a career break,Carol Fishman Cohen,280,16,72,143,13,7,23,63,23,20,6,34,20,1,721
2167,Latif Nasser: You have no idea where camels really come from,Latif Nasser,623,509,198,519,158,87,56,94,27,62,18,21,9,31,2412
2168,Siyanda Mohutsiwa: How young Africans found a voice on Twitter,Siyanda Mohutsiwa,267,25,112,52,95,45,54,26,29,2,3,10,0,0,720
2169,Alex Kipman: A futuristic vision of the age of holograms,Alex Kipman,254,517,343,148,155,270,66,50,51,18,35,9,19,20,1955
2170,Angélica Dass: The beauty of human skin in every color,Angélica Dass,1024,431,268,97,822,120,86,17,15,198,8,9,64,6,3165
2171,Dan Gross: Why gun violence can't be our new normal,Dan Gross,1545,3090,3024,1298,424,597,13,35,15,27,9,159,11,4,10251
2172,Lisa Nip: How humans could evolve to survive in space,Lisa Nip,299,24,156,59,199,51,189,17,67,13,49,37,12,34,1206
2173,Knut Haanaes: Two reasons companies fail -- and how to avoid them,Knut Haanaes,63,391,291,7,94,16,8,143,76,4,46,18,14,11,1182
2174,Adam Grant: The surprising habits of original thinkers,Adam Grant,1017,1394,2755,314,171,690,343,683,23,90,34,40,73,12,7639
2175,Haley Van Dyck: How a start-up in the White House is changing business as usual,Haley Van Dyck,149,171,32,46,22,45,46,17,18,14,27,11,9,23,630
2176,Parag Khanna: How megacities are changing the map of the world,Parag Khanna,364,220,215,97,44,52,50,29,36,24,22,17,17,1,1188
2177,Danielle Feinberg: The magic ingredient that brings Pixar movies to life,Danielle Feinberg,965,85,873,584,324,120,134,92,48,63,15,6,16,14,3339
2178,Tabetha Boyajian: The most mysterious star in the universe,Tabetha Boyajian,410,554,204,52,153,43,50,38,21,23,39,18,42,16,1663
2179,Robert Palmer: The Panama Papers exposed a huge global problem. What's next?,Robert Palmer,245,97,65,74,13,12,38,33,72,9,28,20,10,5,721
2180,Linus Torvalds: The mind behind Linux,Linus Torvalds,58,539,682,363,206,129,107,18,119,115,54,4,30,5,2429
2181,Hugh Evans: What does it mean to be a citizen of the world?,Hugh Evans,45,859,168,213,220,279,32,20,25,108,31,21,29,9,2059
2182,Stephen Petranek: Your kids might live on Mars. Here's how they'll survive,Stephen Petranek,359,292,348,68,14,11,46,49,264,26,29,36,14,72,1628
2183,Paula Hammond: A new superweapon in the fight against cancer,Paula Hammond,324,143,222,186,58,26,19,3,15,28,8,2,4,6,1044
2184,Astro Teller: The unexpected benefit of celebrating failure,Astro Teller,565,190,170,117,208,83,16,40,81,15,18,16,11,9,1539
2185,Mary Norris: The nit-picking glory of The New Yorker's Comma Queen,Mary Norris,60,61,172,9,66,156,24,26,31,4,3,8,4,2,626
2186,Christiana Figueres: The inside story of the Paris climate agreement,Christiana Figueres,70,132,79,85,25,167,23,12,66,29,37,3,3,1,732
2187,Chris Anderson: TED's secret to great public speaking,Chris Anderson,179,902,416,539,266,95,111,12,25,23,14,18,33,39,2672
2188,Joshua Prager: Wisdom from great writers on every year of life,Joshua Prager,77,140,34,197,68,11,14,36,42,102,19,9,19,39,807
2189,Juan Enriquez: We can reprogram life. How to do it wisely,Juan Enriquez,149,416,29,299,191,40,172,55,51,25,36,16,5,6,1490
2190,Aditi Gupta: A taboo-free way to talk about periods,Aditi Gupta,370,331,275,60,67,81,21,49,86,36,6,8,4,0,1394
2191,Kenneth Lacovara: Hunting for dinosaurs showed me our place in the universe,Kenneth Lacovara,100,394,407,54,129,12,366,95,65,58,27,7,4,4,1722
2192,Shivani Siroya: A smart loan for people with no credit history (yet),Shivani Siroya,169,253,169,308,179,53,90,56,18,9,7,7,11,12,1341
2193,R. Luke DuBois: Insightful human portraits made from data,R. Luke DuBois,360,122,243,92,153,111,16,53,14,26,7,2,3,12,1214
2194,Ameera Harouda: Why I put myself in danger to tell the stories of Gaza,Ameera Harouda,135,138,295,259,52,54,30,90,6,24,28,22,17,4,1154
2195,Michael Metcalfe: A provocative way to finance the fight against climate change,Michael Metcalfe,166,16,57,23,29,93,30,38,36,15,14,5,6,0,528
2196,Riccardo Sabatini: How to read the genome and build a human being,Riccardo Sabatini,465,163,216,58,419,52,178,12,44,5,34,8,6,1,1661
2197,Sarah Gray: How my son's short life made a lasting difference,Sarah Gray,232,98,268,162,60,12,39,15,61,20,8,4,3,0,982
2198,"Alice Rawsthorn: Pirates, nurses and other rebel designers",Alice Rawsthorn,38,54,70,29,61,94,19,4,12,12,4,7,7,5,416
2199,Dan Pallotta: The dream we haven't dared to dream,Dan Pallotta,504,327,788,37,120,131,39,49,11,37,22,59,24,66,2214
2200,Monica Byrne: A sci-fi vision of love from a 318-year-old hologram,Monica Byrne,38,37,23,205,152,42,66,56,19,33,40,11,8,7,737
2201,Michael Bodekaer: This virtual lab will revolutionize science class,Michael Bodekaer,64,139,270,293,70,56,170,53,53,19,20,2,10,1,1220
2202,Jennifer Kahn: Gene editing can now change an entire species -- forever,Jennifer Kahn,28,495,106,311,122,211,85,20,38,8,32,44,5,3,1508
2203,Uri Hasson: This is your brain on communication,Uri Hasson,498,334,59,144,46,148,20,9,77,8,30,45,25,18,1461
2204,Sanford Biggers: An artist's unflinching look at racial violence,Sanford Biggers,151,134,182,54,65,10,22,28,65,24,28,4,65,1,833
2205,Sangeeta Bhatia: This tiny particle could roam your body to find tumors,Sangeeta Bhatia,90,213,47,173,193,172,26,51,32,2,14,6,13,1,1033
2206,Kang Lee: Can you really tell if a kid is lying?,Kang Lee,348,133,109,1018,854,205,733,204,3,342,26,12,9,3,3999
2207,Laura Indolfi: Good news in the fight against pancreatic cancer,Laura Indolfi,56,274,49,102,145,13,43,70,18,3,19,3,3,0,798
2208,Sebastian Junger: Our lonely society makes it hard to come home from war,Sebastian Junger,114,186,117,132,265,235,18,3,6,3,10,3,33,3,1128
2209,Juno Mac: The laws that sex workers really want,Juno Mac,600,572,248,59,387,75,52,62,87,25,23,17,12,14,2233
2210,Trevor Timm: How free is our freedom of the press?,Trevor Timm,297,347,147,27,7,60,76,30,21,6,13,8,16,0,1055
2211,Lidia Yuknavitch: The beauty of being a misfit,Lidia Yuknavitch,1468,1255,1641,57,150,82,105,47,56,207,18,64,44,25,5219
2212,Mariano Sigman: Your words may predict your future mental health,Mariano Sigman,425,291,693,602,25,107,66,44,103,129,45,2,46,12,2590
2213,Zaria Forman: Drawings that show the beauty and fragility of Earth,Zaria Forman,237,453,109,327,79,78,12,29,7,30,13,34,5,0,1413
2214,Joseph Ravenell: How barbershops can keep men healthy,Joseph Ravenell,47,154,50,58,117,19,10,17,4,54,4,6,7,3,550
2215,Adam Driver: My journey from Marine to actor,Adam Driver,251,164,131,14,44,35,14,208,80,79,33,33,5,4,1095
2216,"Sue Desmond-Hellmann: A smarter, more precise way to think about public health",Sue Desmond-Hellmann,51,50,64,20,130,38,87,13,13,28,20,8,3,8,533
2217,Samantha Nutt: The real harm of the global arms trade,Samantha Nutt,23,215,209,172,215,60,26,65,28,29,29,4,12,0,1087
2218,Norman Lear: An entertainment icon on living a life of meaning,Norman Lear,110,8,34,29,128,56,59,23,8,2,6,13,7,0,483
2219,"Stephen Wilkes: The passing of time, caught in a single photo",Stephen Wilkes,732,499,644,56,304,35,109,27,30,156,13,23,9,14,2651
2220,Cédric Villani: What's so sexy about math?,Cédric Villani,288,322,391,177,16,77,104,15,24,14,34,65,59,50,1636
2221,Amit Sood: Every piece of art you've ever wanted to see -- up close and searchable,Amit Sood,188,11,201,168,277,125,109,47,7,5,14,15,7,0,1174
2222,"ShaoLan: The Chinese zodiac, explained",ShaoLan,615,314,115,339,64,136,62,26,62,18,83,29,17,12,1892
2223,Sajay Samuel: How college loans exploit students for profit,Sajay Samuel,479,186,29,51,109,75,8,10,7,9,37,61,40,9,1110
2224,Negin Farsad: A highly scientific taxonomy of haters,Negin Farsad,126,79,86,520,231,59,71,19,110,29,138,89,32,11,1600
2225,Andrew Youn: 3 reasons why we can win the fight against poverty,Andrew Youn,147,585,316,68,310,159,23,110,2,2,5,25,136,10,1898
2226,Jamila Raqib: The secret to effective nonviolent resistance,Jamila Raqib,294,527,254,198,87,54,34,72,23,5,4,2,16,7,1577
2227,Andrew Pelling: This scientist makes ears out of apples,Andrew Pelling,359,230,323,133,159,30,125,7,22,4,28,6,19,2,1447
2228,Chris Milk: The birth of virtual reality as an art form,Chris Milk,270,210,198,128,93,30,20,21,2,41,4,8,8,3,1036
2229,Tristan Harris: How better tech could protect us from distraction,Tristan Harris,197,52,786,33,38,221,360,208,272,78,20,85,18,38,2406
2230,Gill Hicks: I survived a terrorist attack. Here's what I learned,Gill Hicks,492,612,115,47,391,47,3,11,88,11,109,5,14,4,1949
2231,Keolu Fox: Why genetic research must be more diverse,Keolu Fox,199,26,67,42,78,5,14,34,53,18,23,3,5,0,567
2232,Seema Bansal: How to fix a broken education system ... without any more money,Seema Bansal,129,477,136,268,140,87,15,5,58,56,26,21,17,8,1443
2233,"Brian Little: Who are you, really? The puzzle of personality",Brian Little,214,348,825,1228,309,1696,1274,35,78,330,32,149,17,24,6559
2234,Tom Hulme: What can we learn from shortcuts?,Tom Hulme,415,305,209,4,210,49,48,138,54,6,25,7,14,3,1487
2235,Wanda Diaz Merced: How a blind astronomer found a way to hear the stars,Wanda Diaz Merced,101,84,199,83,61,67,13,2,10,2,2,23,4,1,652
2236,Blaise Agüera y Arcas: How computers are learning to be creative,Blaise Agüera y Arcas,135,250,341,160,149,136,3,13,21,11,11,5,6,3,1244
2237,Julia Galef: Why you think you're right -- even if you're wrong,Julia Galef,650,1669,1600,709,1080,239,302,50,15,39,199,34,57,28,6671
2238,"Prosanta Chakrabarty: Clues to prehistoric times, found in blind cavefish",Prosanta Chakrabarty,80,92,117,249,23,130,37,18,26,11,6,2,6,6,803
2239,"John Legend: ""Redemption Song""",John Legend,474,528,218,23,101,58,68,3,36,20,15,11,9,0,1564
2240,Marwa Al-Sabouni: How Syria's architecture laid the foundation for brutal war,Marwa Al-Sabouni,181,261,99,235,142,52,24,45,5,66,25,22,16,6,1179
2241,Alexander Betts: Why Brexit happened -- and what to do next,Alexander Betts,1170,152,1283,709,298,53,119,146,234,41,245,30,72,55,4607
2242,"Safwat Saleem: Why I keep speaking up, even when people mock my accent",Safwat Saleem,331,751,138,565,331,54,153,107,16,10,3,6,51,18,2534
2243,"Elise Roy: When we design for disability, we all benefit",Elise Roy,315,96,132,118,50,61,1,7,52,19,12,13,3,3,882
2244,Leila Hoteit: 3 lessons on success from an Arab businesswoman,Leila Hoteit,583,956,214,239,71,138,39,10,20,181,59,49,15,8,2582
2245,Eric Haseltine: What will be the next big scientific breakthrough?,Eric Haseltine,310,270,44,314,47,95,61,50,11,28,18,9,26,4,1287
2246,Emma Marris: Nature is everywhere -- we just need to learn to see it,Emma Marris,75,350,193,43,147,151,46,125,5,13,21,12,10,1,1192
2247,Shubhendu Sharma: How to grow a forest in your backyard,Shubhendu Sharma,680,440,757,310,314,124,52,32,48,9,70,7,9,13,2865
2248,Adam Savage: My love letter to cosplay,Adam Savage,451,416,71,50,473,330,111,96,85,62,4,2,4,3,2158
2249,Lisa Dyson: A forgotten Space Age technology could change how we grow food,Lisa Dyson,233,284,205,172,18,4,23,3,34,59,14,48,4,18,1119
2250,"eL Seed: A project of peace, painted across 50 buildings",eL Seed,319,52,100,282,73,18,39,96,47,5,4,5,1,0,1041
2251,Gerard Ryle: How the Panama Papers journalists broke the biggest leak in history,Gerard Ryle,280,232,165,51,132,4,78,17,17,18,13,2,2,0,1011
2252,Ed Boyden: A new way to study the brain's invisible secrets,Ed Boyden,300,123,64,163,20,214,30,9,30,38,16,9,11,15,1042
2253,Suzanne Simard: How trees talk to each other,Suzanne Simard,1057,1480,1586,869,81,342,173,80,301,106,12,30,18,12,6147
2254,Anthony Goldbloom: The jobs we'll lose to machines -- and the ones we won't,Anthony Goldbloom,699,141,198,43,183,122,3,60,25,3,9,38,29,16,1569
2255,Martin Reeves: How to build a business that lasts 100 years,Martin Reeves,393,167,23,281,156,36,56,143,6,19,12,16,23,4,1335
2256,Molly Winter: The taboo secret to better health,Molly Winter,202,267,138,178,345,7,88,190,36,20,30,7,8,6,1522
2257,Ngozi Okonjo-Iweala: How Africa can keep rising,Ngozi Okonjo-Iweala,45,3,178,95,61,132,12,27,27,3,4,3,5,4,599
2258,Dave Brain: What a planet needs to sustain life,Dave Brain,446,297,211,54,50,137,10,17,10,40,40,3,41,5,1361
2259,Monica Araya: A small country with big ideas to get rid of fossil fuels,Monica Araya,220,612,230,153,109,248,64,27,11,7,38,7,2,1,1729
